content,category
12 1/4 leaf sage,2
12 1/4 lime,2
"12 1/4 medium grapefruit, zested",2
"12 1/4 medium pineapple, cut into "" cubes",2
12 1/4 nutmeg,2
12 1/4 orange twist,2
"12 1/4 ounces ( grams) white chocolate chips, or chopped white chocolate from a bar",2
12 1/4 oz ale,2
12 1/4 oz amaro,2
"12 1/4 oz apple cider, fresh",2
12 1/4 oz apple simple syrup,2
12 1/4 oz apricot,2
12 1/4 oz averna,2
12 1/4 oz beet juice,2
"12 1/4 oz blood orange juice, fresh",2
12 1/4 oz bourbon,2
12 1/4 oz brandy,2
12 1/4 oz brut sparkling wine,2
12 1/4 oz calvados,2
12 1/4 oz champagne,2
12 1/4 oz club soda,2
12 1/4 oz cocchi americano,2
12 1/4 oz cocchi americano (optional),2
12 1/4 oz cointreau,2
12 1/4 oz dry sherry,2
12 1/4 oz dry sparkling wine,2
"12 1/4 oz dry vermouth, chilled",2
12 1/4 oz elderflower liqueur,2
12 1/4 oz freshly squeezed lime juice,2
12 1/4 oz gin,2
12 1/4 oz ginger beer,2
12 1/4 oz ginger juice,2
12 1/4 oz grand marnier,2
"12 1/4 oz hard cider, chilled",2
12 1/4 oz high-proof bourbon,2
12 1/4 oz honey,2
12 1/4 oz honey (optional),2
12 1/4 oz honey liqueur,2
12 1/4 oz light rum,2
"12 1/4 oz lime juice, fresh",2
12 1/4 oz maple syrup,2
12 1/4 oz mezcal,2
12 1/4 oz old tom gin,2
"12 1/4 oz orange juice, fresh squeezed",2
12 1/4 oz pear brandy,2
12 1/4 oz pineapple juice,2
"12 1/4 oz pomegranate juice, fresh",2
12 1/4 oz punt e mes,2
"12 1/4 oz red grapefruit, fresh",2
12 1/4 oz reposado tequila,2
12 1/4 oz strong black coffee,2
12 1/4 oz sugar,2
"12 1/4 oz sweet sparkling wine, chilled",2
12 1/4 oz sweet vermouth,2
12 1/4 oz tequila,2
12 1/4 oz vodka,2
12 1/4 oz water,2
12 1/4 peach,2
"12 1/4 peach, cubed",2
12 1/4 qt water,2
"12 1/4 raspberry, fresh",2
12 1/4 red grape,2
12 1/4 slice cucumber,2
12 1/4 sparkling apple cider,2
12 1/4 sprig rosemary,2
12 1/4 star crushed anise,2
12 1/4 stick cinnamon,2
"12 1/4 tablespoons (g) plain or toasted sugar, divided",2
"12 1/4 tbsp ginger, minced",2
12 1/4 tbsp lime zest,2
12 1/4 tbsp water,2
12 1/4 tsp absinthe,2
12 1/4 tsp agave,2
12 1/4 tsp black peppercorn,2
12 1/4 tsp dried lavender,2
12 1/4 tsp hot sauce,2
12 1/4 tsp kosher salt,2
12 1/4 tsp mustard seed,2
12 1/4 tsp sea salt,2
12 1/4 tsp whole mace,2
12 1/4 wedge cucumber,2
12 1/4 wheel cucumber,2
12 1/8 bottle duvel beer,2
12 1/8 can clamato,2
12 1/8 cherry,2
12 1/8 cinnamon stick,2
12 1/8 clove medium garlic,2
12 1/8 cup apple brandy,2
12 1/8 cup apple cider vinegar,2
12 1/8 cup cold water,2
12 1/8 cup gin,2
"12 1/8 cup lemon juice, freshly squeezed",2
12 1/8 cup mint,2
"12 1/8 cup mixed berries, frozen",2
"12 1/8 cup peach, frozen",2
12 1/8 cup rum,2
12 1/8 cup scotch,2
12 1/8 cup small ice cube,2
12 1/8 cup triple sec,2
12 1/8 cup unsweetened cranberry juice,2
12 1/8 cup water,2
"12 1/8 cup water, boiling",2
12 1/8 dash absinthe,2
12 1/8 dash angostura bitters,2
12 1/8 dash bitters,2
12 1/8 dash cointreau,2
"12 1/8 dash lemon juice, fresh",2
12 1/8 dash orange bitters,2
12 1/8 dash peychauds bitters,2
12 1/8 dash rose water,2
12 1/8 ft cheesecloth,2
12 1/8 large lime,2
12 1/8 lb tomato,2
"12 1/8 leaf mint, fresh",2
12 1/8 light beer,2
12 1/8 NO Cartridges,2
12 1/8 nutmeg,2
12 1/8 oz absinthe,2
12 1/8 oz agave nectar,2
12 1/8 oz aged rum,2
12 1/8 oz allspice,2
12 1/8 oz amaro,2
12 1/8 oz amber rum,2
12 1/8 oz angostura bitters,2
12 1/8 oz aperol,2
"12 1/8 oz apple cider, fresh",2
"12 1/8 oz apple cider, fresh (optional)",2
12 1/8 oz benedictine,2
12 1/8 oz campari,2
12 1/8 oz club soda,2
12 1/8 oz coconut milk,2
12 1/8 oz cognac,2
12 1/8 oz creme de cacao,2
"12 1/8 oz cucumber juice, fresh",2
12 1/8 oz demerara simple syrup,2
12 1/8 oz dry gin,2
12 1/8 oz dry vermouth,2
12 1/8 oz elderflower liqueur,2
12 1/8 oz freshly squeezed lemon juice,2
12 1/8 oz gin,2
"12 1/8 oz ginger ale, chilled",2
12 1/8 oz ginger beer,2
12 1/8 oz gran classico,2
12 1/8 oz green chartreuse,2
"12 1/8 oz hot, freshly brewed black coffee",2
12 1/8 oz Jameson whiskey,2
12 1/8 oz lemon juice,2
"12 1/8 oz lime juice, fresh",2
"12 1/8 oz lime juice, fresh squeezed",2
12 1/8 oz maraschino liqueur,2
12 1/8 oz mezcal,2
12 1/8 oz mezcal (optional),2
12 1/8 oz old tom gin,2
12 1/8 oz passionfruit simple syrup,2
12 1/8 oz pineapple,2
12 1/8 oz pineapple juice,2
12 1/8 oz rum,2
12 1/8 oz sage simple syrup,2
12 1/8 oz saint germain,2
12 1/8 oz scotch,2
12 1/8 oz seltzer,2
12 1/8 oz simple syrup,2
12 1/8 oz suze,2
12 1/8 oz sweet vermouth,2
12 1/8 oz sweetened condensed milk,2
12 1/8 oz tequila,2
12 1/8 oz water,2
12 1/8 oz white rum,2
12 1/8 oz yellow chartreuse,2
"12 1/8 peach, cubed",2
"12 1/8 raspberry, fresh",2
12 1/8 red grape,2
"12 1/8 slice dried pear, fresh",2
12 1/8 slice lime,2
12 1/8 sour cherry,2
12 1/8 sour cherry (optional),2
"12 1/8 stalk lemongrass, sliced",2
12 1/8 strawberry,2
"12 1/8 tablespoons (ml) extra-virgin olive oil, duck fat, goose fat, or beef fat",2
"12 1/8 tablespoons unsalted butter, at room temperature",2
"12 1/8 tablespoons unsalted butter, at room temperature (optional)",2
12 1/8 tbsp brandy,2
"12 1/8 tbsp butter, softened",2
12 1/8 tbsp whole black peppercorn,2
12 1/8 teaspoons kosher salt,2
12 1/8 tsp absinthe,2
12 1/8 tsp creme de violette,2
12 1/8 tsp lemon juice,2
12 1/8 tsp salt,2
12 1/8 tsp sea salt,2
12 1/8 tsp whole mace,2
12 1/8 twist orange,2
12 1/8 wheel lime,2
"12 2/3 -oz grapefruit hefeweizen, chilled",2
12 2/3 allspice,2
12 2/3 barspoon maraschino liqueur,2
"12 2/3 bottle coffee, cold",2
"12 2/3 bottle cognac,  ml",2
"12 2/3 bottle cognac,  ml (optional)",2
12 2/3 cup apple brandy,2
"12 2/3 cup brewed black tea, chilled",2
12 2/3 cup brown sugar,2
"12 2/3 cup cranberry, fresh",2
12 2/3 cup fresh mint,2
12 2/3 cup granulated sugar,2
12 2/3 cup grape,2
12 2/3 cup heavy cream,2
"12 2/3 cup heavy cream, well chilled",2
"12 2/3 cup orange juice, fresh",2
"12 2/3 cup peach, frozen",2
12 2/3 cup pear liqueur,2
12 2/3 cup rum,2
12 2/3 cup sparkling wine,2
12 2/3 cup sugar,2
"12 2/3 cup water, boiling",2
12 2/3 cups ( ml) heavy cream,2
12 2/3 dash angostura bitters,2
12 2/3 dash bitters,2
12 2/3 dash curacao,2
"12 2/3 dash lemon juice, fresh",2
12 2/3 dash orange,2
12 2/3 dash peychauds bitters,2
12 2/3 dash rose water,2
12 2/3 floz chilled prosecco,2
12 2/3 kosher salt,2
12 2/3 large eggs,2
"12 2/3 lb bread, fresh",2
12 2/3 leaf mint,2
12 2/3 leaf sage,2
"12 2/3 lemon twist, optional",2
"12 2/3 lemon, thinly sliced",2
12 2/3 medium orange,2
"12 2/3 orange, sliced",2
"12 2/3 ounces (g) all-purpose flour, sifted",2
12 2/3 ounces (ml) Cointreau,2
12 2/3 oz agave nectar,2
12 2/3 oz amaro,2
12 2/3 oz apple simple syrup,2
12 2/3 oz averna,2
12 2/3 oz benedictine,2
12 2/3 oz blanco tequila,2
12 2/3 oz bornholmer bitter,2
12 2/3 oz bourbon,2
12 2/3 oz brandy,2
12 2/3 oz brandy (optional),2
12 2/3 oz campari,2
12 2/3 oz cava,2
12 2/3 oz champagne acid,2
12 2/3 oz club soda,2
"12 2/3 oz club soda, cold",2
12 2/3 oz coffee,2
12 2/3 oz crushed ice,2
12 2/3 oz dry sherry,2
12 2/3 oz dry vermouth,2
"12 2/3 oz dry vermouth, chilled",2
12 2/3 oz dry white wine,2
12 2/3 oz falernum,2
12 2/3 oz freshly squeezed lime juice,2
"12 2/3 oz ginger, peeled",2
12 2/3 oz grand marnier,2
12 2/3 oz grapefruit simple syrup,2
"12 2/3 oz lemon juice, fresh",2
12 2/3 oz lillet blanc,2
12 2/3 oz maple syrup,2
12 2/3 oz maraschino liqueur,2
"12 2/3 oz orange juice, fresh",2
12 2/3 oz pineapple,2
"12 2/3 oz pomegranate juice, fresh",2
"12 2/3 oz red grapefruit, fresh",2
12 2/3 oz red wine,2
12 2/3 oz rum,2
12 2/3 oz rye whiskey,2
12 2/3 oz sage simple syrup,2
12 2/3 oz scotch,2
12 2/3 oz seltzer,2
12 2/3 oz sherry,2
12 2/3 oz simple syrup,2
12 2/3 oz sweet vermouth,2
12 2/3 oz water,2
"12 2/3 oz water, hot",2
12 2/3 oz white rum,2
12 2/3 peach,2
"12 2/3 slice cucumber, fresh",2
12 2/3 splash gin,2
12 2/3 sprig fresh mint,2
"12 2/3 stalk lemongrass, sliced",2
12 2/3 tablespoons (g) unsalted butter,2
"12 2/3 tablespoons (ml) extra-virgin olive oil, duck fat, goose fat, or beef fat",2
"12 2/3 tbsp jalapeno, diced",2
12 2/3 tbsp sugar,2
"12 2/3 tbsp white onion, diced",2
12 2/3 tbsp whole black peppercorn,2
12 2/3 tbsp whole clove,2
12 2/3 tbsp whole cumin seed,2
12 2/3 teaspoon kosher salt,2
12 2/3 tsp creme de violette,2
"12 2/3 tsp creme de violette, optional",2
12 2/3 tsp kosher salt,2
12 2/3 tsp lemon juice,2
"12 2/3 tsp lemon juice, freshly squeezed",2
12 2/3 tsp mustard seed,2
12 2/3 tsp orange bitters,2
12 2/3 tsp vanilla extract,2
12 2/3 tsp whole allspice,2
12 2/3 tsp whole anise,2
12 2/3 tsp worcestershire sauce,2
12 2/3 twist orange,2
12 2/3 wedge cucumber,2
12 2/3 whole anise,2
"12 3/4 bottle dry sparkling wine, chilled",2
12 3/4 cinnamon stick,2
12 3/4 cup aged rum,2
12 3/4 cup aged rum (optional),2
"12 3/4 cup beef broth, chilled",2
"12 3/4 cup brewed black tea, chilled",2
12 3/4 cup granulated sugar,2
12 3/4 cup honey,2
12 3/4 cup ice cube,2
12 3/4 cup lemon juice,2
12 3/4 cup lemon juice (optional),2
"12 3/4 cup lemon juice, freshly squeezed",2
12 3/4 cup milk,2
12 3/4 cup small ice cube,2
12 3/4 cup tequila,2
12 3/4 cup turbinado sugar,2
12 3/4 cup vodka,2
12 3/4 dash angostura bitters,2
12 3/4 dash bitters,2
12 3/4 dash lemon juice,2
12 3/4 drop  percent saline,2
12 3/4 egg white,2
"12 3/4 egg white, fresh",2
12 3/4 fresh pear,2
12 3/4 head cauliflower,2
12 3/4 in orange,2
"12 3/4 lb bread, fresh",2
12 3/4 leaf basil,2
12 3/4 leaf sage,2
12 3/4 lemon twist,2
"12 3/4 lemon, cut into rounds",2
"12 3/4 lemon, cut into rounds (optional)",2
12 3/4 light beer,2
12 3/4 lime,2
"12 3/4 medium cucumber, sliced into "" rounds",2
12 3/4 medium lime,2
"12 3/4 medium navel orange, cut into wheels",2
12 3/4 medium orange,2
12 3/4 mint,2
"12 3/4 orange, zested",2
"12 3/4 ounces ( grams) white chocolate chips, or chopped white chocolate from a bar",2
12 3/4 ounces (ml) Cointreau,2
12 3/4 oz aged rum,2
12 3/4 oz allspice,2
12 3/4 oz amaro sfumato,2
12 3/4 oz amber rum,2
12 3/4 oz apple cider,2
12 3/4 oz becherovka,2
12 3/4 oz brewed chamomile tea,2
12 3/4 oz campari,2
12 3/4 oz cocchi americano,2
"12 3/4 oz coffee, hot",2
12 3/4 oz cognac,2
12 3/4 oz cointreau,2
12 3/4 oz creme de cacao,2
12 3/4 oz demerara simple syrup,2
12 3/4 oz dry sherry,2
12 3/4 oz dry vermouth,2
12 3/4 oz genever,2
12 3/4 oz gin,2
12 3/4 oz ginger juice,2
12 3/4 oz grand marnier,2
12 3/4 oz granulated sugar,2
12 3/4 oz grape simple syrup,2
12 3/4 oz grapefruit juice,2
"12 3/4 oz hot, freshly brewed black coffee",2
12 3/4 oz lemon simple syrup,2
12 3/4 oz light rum,2
12 3/4 oz lillet rouge,2
"12 3/4 oz lime juice, fresh",2
"12 3/4 oz lime juice, fresh squeezed",2
"12 3/4 oz lime, fresh",2
12 3/4 oz mezcal,2
12 3/4 oz pineapple juice,2
"12 3/4 oz pineapple juice, freshly squeezed",2
12 3/4 oz punt e mes,2
12 3/4 oz rum,2
12 3/4 oz rye whiskey,2
12 3/4 oz saint germain,2
12 3/4 oz simple syrup,2
"12 3/4 oz simple syrup, preferably made with turbinado sugar",2
12 3/4 oz suze,2
12 3/4 oz tawny port,2
12 3/4 oz triple sec,2
12 3/4 oz vanilla,2
12 3/4 oz water,2
12 3/4 oz white rum,2
12 3/4 pt half and half,2
12 3/4 qt water,2
12 3/4 slice cucumber,2
12 3/4 smoked ham hock (about   pounds; g),2
12 3/4 splash gin,2
12 3/4 star crushed anise,2
12 3/4 sugar cube,2
12 3/4 tbsp brandy,2
12 3/4 tbsp cane simple syrup,2
12 3/4 tbsp celery salt,2
12 3/4 tbsp egg white,2
12 3/4 tbsp extra virgin olive oil,2
12 3/4 tbsp honey,2
12 3/4 tbsp rye whiskey,2
"12 3/4 tbsp white onion, diced",2
12 3/4 teaspoon kosher salt,2
12 3/4 tsp agave,2
12 3/4 tsp agave simple syrup,2
12 3/4 tsp freshly grated nutmeg,2
12 3/4 tsp hot sauce,2
12 3/4 tsp kosher salt,2
12 3/4 tsp kosher salt (optional),2
12 3/4 tsp lemon juice,2
"12 3/4 tsp lemon juice, freshly squeezed",2
12 3/4 tsp sea salt,2
12 3/4 tsp simple syrup,2
12 3/4 tsp sugar,2
12 3/4 tsp superfine sugar,2
12 3/4 tsp vanilla extract,2
12 3/4 tsp water,2
12 3/4 tsp worcestershire sauce,2
12 3/4 twist orange,2
12 cardamom pods,2
12 clove,2
"12 cloves garlic, grated on a microplane grater",2
"12 cloves garlic, grated on the medium holes of a box grater, divided",2
12 dried ancho chiles,2
12 eggs,2
"12 frozen pre-cooked breakfast sausage patties, thawed",2
12 garlic cloves,2
"12 hot Chinese dry chili peppers, seeded",2
12 large egg yolk,2
"12 lemon, halved",2
12 mint leaves,2
12 ounces angel hair pasta,2
12 ounces bucatini pasta,2
"12 ounces button mushrooms, halved",2
12 ounces fresh chinese noodles (or 6 ounces dried noodles),2
12 ounces jumbo shells,2
12 ounces rotini pasta,2
"12 oz black peppercorn simple syrup, chilled",2
12 oz bourbon,2
"12 oz celery juice, fresh",2
12 oz citrus simple syrup,2
12 oz citrus simple syrup (optional),2
12 oz ice cube,2
12 oz sherry,2
12 oz sherry (optional),2
12 oz water,2
12 oz water (optional),2
"12 scallions, white parts only (reserve greens and light green parts for garnishing finished soup)",2
"12 small scallions, trimmed to 6-inches in length",2
"12 snow peas, stemmed, tough strings removed, and slice thinly on the bias",2
"12 tablespoons (1 1/2 sticks) cold unsalted butter, cut into 1/4-inch slices",2
"12 to 16 flour tortillas, warmed",2
"12 to 16 whole jumbo shell-on, head-on shrimp, about 1 pound",2
12 whole clove,2
12-15 breakfast sausage links,2
12.5 grams pink curing salt (optional),2
1200 g amer picon,2
1200 g apricot liqueur,2
"1200 g black coffee, hot",2
1200 g brandy,2
1200 g brewed chamomile tea,2
1200 g campari,2
1200 g cava,2
1200 g chicory-infused rye whiskey,2
1200 g coffee,2
"1200 g coffee, hot (optional)",2
"1200 g dry sparkling wine, chilled",2
1200 g dubonnet,2
1200 g elderflower liqueur,2
1200 g fresh pomegranate juice,2
1200 g freshly squeezed lemon juice,2
1200 g freshly squeezed lime juice,2
1200 g ginger juice,2
"1200 g ginger juice, fresh",2
1200 g granny smith apple cider,2
"1200 g grapefruit juice, freshly squeezed",2
1200 g green chartreuse,2
1200 g grenadine,2
1200 g half and half,2
1200 g heavy cream,2
1200 g honey,2
"1200 g large lime juice, fresh",2
1200 g lemon juice,2
"1200 g lemon juice, freshly squeezed",2
1200 g passionfruit simple syrup,2
1200 g pear brandy,2
1200 g sage simple syrup,2
1200 g scotch,2
"1200 g seltzer, chilled",2
1200 g simple syrup,2
1200 g tequila (optional),2
"1200 g water, boiling",2
1200 g whiskey,2
1200 g white vermouth,2
1200 ml amaretto,2
1200 ml aperol,2
1200 ml apple cider,2
1200 ml apricot brandy,2
1200 ml brewed chamomile tea,2
1200 ml cachaca,2
1200 ml cardamom-infused bourbon,2
1200 ml club soda,2
1200 ml cocchi americano,2
1200 ml cointreau,2
1200 ml curacao,2
1200 ml cynar,2
1200 ml drinking vinegar,2
"1200 ml dry lambrusco, chilled",2
1200 ml elderflower liqueur,2
1200 ml gran classico,2
"1200 ml grapefruit juice, freshly squeezed",2
1200 ml grenadine,2
"1200 ml large lime juice, fresh",2
1200 ml lemon simple syrup,2
"1200 ml lemon, fresh",2
1200 ml lillet blonde (optional),2
1200 ml molasses,2
1200 ml peach liqueur,2
"1200 ml pink grapefruit juice, freshly squeezed",2
1200 ml port,2
1200 ml red wine,2
1200 ml semisweet chocolate chip,2
1200 ml simple syrup,2
1200 ml spiced rum,2
"1200 ml water, hot (optional)",2
1200 ml whiskey,2
1200 ml white rum,2
1200g agave nectar (optional),2
1200g aged rum,2
1200g amaro (optional),2
1200g benedictine,2
1200g cardamom pod,2
1200g cava (optional),2
1200g chilled champagne,2
1200g citrus vodka,2
1200g cocchi americano,2
"1200g coffee, hot (optional)",2
1200g cranberry juice,2
1200g curacao,2
1200g cynar,2
1200g demerara simple syrup,2
1200g irish whiskey,2
1200g orange ginger simple syrup,2
1200g peach liqueur,2
1200g pear brandy,2
1200g pimms,2
"1200g pineapple juice, freshly squeezed",2
"1200g pink grapefruit juice, fresh",2
1200g pisco,2
1200g rose champagne,2
1200g tequila,2
1200g tonic water,2
1200g unfiltered apple cider,2
1200g unsweetened pomegranate juice,2
"1200g water, boiling",2
"1200g water, hot (optional)",2
1200g white rum,2
1200ml agave nectar (optional),2
1200ml blanco tequila,2
1200ml brandy,2
1200ml campari,2
1200ml cardamom simple syrup,2
1200ml cava (optional),2
"1200ml celery juice, fresh",2
1200ml champagne,2
1200ml cherry heering,2
1200ml chilled ginger beer,2
1200ml club soda,2
"1200ml cocchi americano, chilled",2
1200ml demerara simple syrup,2
1200ml freshly squeezed lemon juice,2
1200ml ginger beer,2
1200ml ginger juice,2
1200ml grapefruit liqueur,2
1200ml grapefruit soda,2
1200ml grenadine,2
1200ml ice cube,2
"1200ml large lime juice, fresh",2
1200ml lavender simple syrup,2
"1200ml lemon juice, fresh (optional)",2
"1200ml lemon, freshly squeezed",2
1200ml lillet blanc,2
"1200ml lime juice, fresh",2
1200ml mezcal,2
1200ml mint-flavored simple syrup,2
"1200ml pink grapefruit juice, freshly squeezed",2
1200ml pisco,2
1200ml red wine,2
1200ml rich simple syrup,2
1200ml sage simple syrup,2
"1200ml seltzer, chilled",2
1200ml simple syrup,2
"1200ml strawberry, sliced (optional)",2
1200ml tawny port,2
1200ml unfiltered apple cider,2
1200ml vodka,2
1200ml white vermouth,2
1200ml whole milk,2
120ml fresh clementine juice (about 2-3 clementines),2
120ml Grand Marnier,2
120ml pineapple juice,2
1250 g agave nectar,2
1250 g aged rum,2
1250 g ale,2
1250 g allspice bitters,2
1250 g blanco tequila,2
1250 g bornholmer bitter,2
1250 g brewed chamomile tea,2
1250 g brut sparkling wine,2
1250 g cardamom-infused bourbon,2
"1250 g cava, chilled",2
1250 g chilled champagne,2
1250 g club soda,2
"1250 g cucumber juice, fresh",2
1250 g cynar,2
"1250 g dry lambrusco, chilled",2
1250 g dubonnet rouge,2
1250 g elderflower liqueur,2
1250 g freshly squeezed lemon juice,2
1250 g gran classico,2
1250 g green chartreuse,2
"1250 g hot, freshly brewed black coffee",2
1250 g Jameson whiskey,2
"1250 g kale juice, fresh",2
"1250 g lemon, fresh",2
1250 g pine liqueur,2
1250 g pineapple juice,2
1250 g pisco,2
1250 g prosecco,2
1250 g rich simple syrup,2
1250 g rooibos simple syrup,2
1250 g tomato juice,2
"1250 g water, boiling",2
"1250 g water, hot (optional)",2
1250 g white rum,2
1250 ml absinthe,2
1250 ml aged rum,2
1250 ml allspice bitters,2
1250 ml amer picon,2
1250 ml apple cider,2
1250 ml brandy,2
1250 ml campari,2
1250 ml chilled champagne,2
"1250 ml cool, filtered water",2
1250 ml dark rum,2
1250 ml drinking vinegar,2
"1250 ml dry vermouth, chilled",2
1250 ml elderflower liqueur,2
1250 ml falernum,2
"1250 ml ginger beer, room temperature",2
1250 ml granulated sugar,2
"1250 ml hard cider, chilled",2
"1250 ml hot, freshly brewed black coffee",2
1250 ml lillet rouge,2
1250 ml maraschino liqueur,2
1250 ml orange ginger simple syrup,2
"1250 ml orange juice, freshly squeezed",2
1250 ml orgeat,2
1250 ml pineapple juice,2
1250 ml pisco,2
1250 ml port,2
1250 ml rich simple syrup,2
1250 ml rosemary simple syrup,2
1250 ml saint germain,2
"1250 ml seltzer, chilled",2
1250 ml tonic water,2
"1250 ml water, boiling",2
1250g aquavit,2
1250g benedictine,2
1250g brandy,2
"1250g celery juice, fresh",2
1250g chilled champagne,2
"1250g dry vermouth, chilled",2
1250g ginger beer,2
1250g ginger liqueur,2
1250g granulated sugar,2
1250g grape simple syrup,2
1250g grenadine,2
1250g honey,2
"1250g mango, diced",2
1250g molasses,2
1250g montenegro amaro,2
1250g pineapple juice,2
1250g pisco,2
1250g punt e mes,2
1250g rum,2
"1250g simple syrup, made with honey instead of sugar",2
1250g spiced rum,2
1250g vanilla simple syrup,2
1250ml amaro (optional),2
"1250ml apple cider, fresh",2
1250ml averna,2
1250ml bornholmer bitter,2
"1250ml cocchi americano, chilled",2
1250ml creme de cacao,2
1250ml cynar,2
1250ml demerara simple syrup,2
1250ml dubonnet,2
1250ml freshly squeezed lemon juice,2
1250ml gran classico,2
"1250ml grapefruit juice, freshly squeezed",2
"1250ml large lime juice, fresh",2
"1250ml lemon, freshly squeezed",2
1250ml pisco,2
1250ml port,2
"1250ml red grapefruit, fresh",2
1250ml rosemary simple syrup,2
1250ml simple syrup,2
1250ml sparkling wine,2
1250ml tequila (optional),2
1250ml vermouth,2
1250ml water,2
"1250ml water, hot",2
1250ml white vermouth,2
1250ml whole milk,2
125ml Cointreau,2
125ml lemon juice,2
125ml sparkling water,2
13 ounces water,2
1300 g aperol,2
1300 g apple cider,2
"1300 g apple cider, fresh",2
1300 g aquavit,2
1300 g averna,2
1300 g blanco tequila,2
1300 g bourbon,2
1300 g campari,2
"1300 g champagne, approximately",2
1300 g cherry simple syrup,2
1300 g chilled champagne,2
1300 g cocchi americano,2
"1300 g cucumber juice, fresh",2
1300 g curacao,2
1300 g cynar,2
1300 g demerara simple syrup,2
"1300 g dry vermouth, chilled",2
1300 g fresh egg white,2
1300 g freshly squeezed lemon juice,2
1300 g freshly squeezed lime juice,2
1300 g ginger juice,2
1300 g grapefruit juice,2
1300 g grenadine,2
"1300 g lemon juice, fresh",2
"1300 g lemon juice, freshly squeezed",2
"1300 g lemon, freshly squeezed",2
1300 g lillet blonde (optional),2
1300 g maple syrup,2
1300 g old tom gin,2
1300 g sage simple syrup,2
1300 g single-malt scotch (optional),2
"1300 g smoked brewed black tea, such as lapsang souchong",2
1300 g tequila (optional),2
1300 g unfiltered apple cider,2
1300 g vanilla,2
1300 g walnut liqueur,2
1300 g water,2
1300 g whiskey,2
1300 g white balsamic vinegar,2
1300 g whole milk,2
1300 ml agave nectar,2
1300 ml aged rum,2
1300 ml amaro,2
1300 ml apple brandy,2
1300 ml apple cider,2
1300 ml averna,2
1300 ml becherovka,2
1300 ml blanco tequila,2
1300 ml cava,2
1300 ml celery juice,2
"1300 ml champagne, approximately",2
1300 ml cointreau,2
1300 ml cranberry juice,2
"1300 ml dry vermouth, chilled",2
1300 ml elderflower liqueur,2
1300 ml falernum,2
1300 ml freshly squeezed grapefruit juice,2
1300 ml galliano,2
1300 ml ginger juice,2
"1300 ml grapefruit juice, freshly squeezed",2
1300 ml grapefruit soda,2
"1300 ml hot, freshly brewed black coffee",2
1300 ml lillet blanc,2
1300 ml lillet rouge,2
1300 ml mango schnapps,2
"1300 ml orange juice, freshly squeezed",2
1300 ml peach liqueur,2
1300 ml pepper vodka,2
1300 ml pimms,2
"1300 ml red grapefruit, fresh",2
1300 ml rose champagne,2
1300 ml seltzer,2
"1300 ml seltzer, chilled",2
1300 ml sweetened condensed milk,2
1300 ml unfiltered apple cider,2
1300 ml vanilla,2
1300 ml vanilla simple syrup,2
1300 ml vodka,2
"1300 ml water, hot",2
1300 ml whipped cream,2
1300 ml white rum,2
1300g amber rum,2
1300g amer picon,2
1300g angostura bitters,2
1300g aperol,2
1300g averna,2
1300g basil simple syrup,2
1300g becherovka,2
1300g bornholmer bitter,2
1300g chilled champagne,2
1300g cranberry simple syrup,2
1300g demerara simple syrup,2
1300g drinking vinegar,2
"1300g dry lambrusco, chilled",2
1300g ginger beer,2
1300g granny smith apple cider,2
1300g grapefruit juice,2
1300g green chartreuse,2
"1300g hot, freshly brewed black coffee",2
1300g ice cube,2
1300g lavender simple syrup,2
"1300g lemon juice, freshly squeezed",2
"1300g lime juice, fresh",2
1300g mango schnapps,2
1300g mint-flavored simple syrup,2
1300g peach liqueur,2
1300g pomegranate juice,2
1300g rich simple syrup,2
1300g rosemary simple syrup,2
1300g scotch,2
"1300g sparkling wine, preferable moscato",2
1300g tonic water,2
1300g vanilla,2
1300g vanilla simple syrup,2
1300g water,2
"1300g water, boiling",2
1300g white vermouth,2
1300ml ale,2
1300ml applejack (optional),2
1300ml averna,2
1300ml brandy,2
1300ml champagne,2
1300ml chilled champagne,2
1300ml creme de cacao,2
1300ml dry curacao,2
1300ml dry prosecco,2
1300ml freshly squeezed lemon juice,2
"1300ml ginger, peeled",2
1300ml ice cube (optional),2
1300ml Jameson whiskey,2
"1300ml large lime juice, fresh",2
"1300ml lemon juice, fresh (optional)",2
1300ml lillet blanc,2
"1300ml lime juice, freshly squeezed",2
1300ml mint-flavored simple syrup,2
1300ml old tom gin,2
1300ml pepper vodka,2
1300ml pomegranate molasses,2
1300ml port,2
1300ml rooibos simple syrup,2
"1300ml seltzer, chilled",2
"1300ml simple syrup, made with honey instead of sugar",2
"1300ml simple syrup, preferably made with turbinado sugar",2
1300ml sweetened condensed milk,2
1300ml the king's ginger,2
1300ml vodka (optional),2
1300ml walnut liqueur,2
1300ml whipped cream,2
1350 g blanco tequila,2
"1350 g blood orange juice, fresh",2
"1350 g celery juice, fresh",2
1350 g champagne,2
1350 g cold water,2
1350 g drinking vinegar,2
1350 g dry curacao,2
1350 g fresh pomegranate juice,2
"1350 g ginger juice, fresh",2
1350 g grade B maple syrup,2
1350 g grapefruit juice,2
"1350 g grapefruit juice, fresh squeezed",2
"1350 g grapefruit juice, freshly squeezed",2
1350 g ice cube,2
1350 g lemon juice (optional),2
"1350 g lemon juice, freshly squeezed",2
1350 g lemon simple syrup,2
1350 g mint simple syrup,2
1350 g old tom gin,2
1350 g orange ginger simple syrup,2
"1350 g orange juice, freshly squeezed",2
"1350 g pink grapefruit juice, freshly squeezed",2
